"COU","Country","GOV","Government","TAX","Tax","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"COL","Colombia","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2012","2012","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2013","2013","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2014","2014","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2015","2015","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2016","2016","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1990","1990","COP","Colombian Peso","6","Millions",,,311586.28,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1991","1991","COP","Colombian Peso","6","Millions",,,326841.446,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1992","1992","COP","Colombian Peso","6","Millions",,,362647.864,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1993","1993","COP","Colombian Peso","6","Millions",,,508123,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1994","1994","COP","Colombian Peso","6","Millions",,,720678.4,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1995","1995","COP","Colombian Peso","6","Millions",,,880100.2,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1996","1996","COP","Colombian Peso","6","Millions",,,912709.5,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1997","1997","COP","Colombian Peso","6","Millions",,,1240900,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1998","1998","COP","Colombian Peso","6","Millions",,,1646641,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1999","1999","COP","Colombian Peso","6","Millions",,,1372620.989,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2000","2000","COP","Colombian Peso","6","Millions",,,1744097.418,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2001","2001","COP","Colombian Peso","6","Millions",,,2150076.527,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2002","2002","COP","Colombian Peso","6","Millions",,,2083462.578,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2003","2003","COP","Colombian Peso","6","Millions",,,2158937.066,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2004","2004","COP","Colombian Peso","6","Millions",,,2233137.25,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2005","2005","COP","Colombian Peso","6","Millions",,,2822520.483,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2006","2006","COP","Colombian Peso","6","Millions",,,3492761.525,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2007","2007","COP","Colombian Peso","6","Millions",,,4259786.408,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2008","2008","COP","Colombian Peso","6","Millions",,,4291878.131,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2009","2009","COP","Colombian Peso","6","Millions",,,4000842.283,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2010","2010","COP","Colombian Peso","6","Millions",,,4651998.88,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2011","2011","COP","Colombian Peso","6","Millions",,,4080715.515,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2012","2012","COP","Colombian Peso","6","Millions",,,3523319.977,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2013","2013","COP","Colombian Peso","6","Millions",,,3897183.633,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2014","2014","COP","Colombian Peso","6","Millions",,,3986723.928,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2015","2015","COP","Colombian Peso","6","Millions",,,4590930.738,,
"COL","Colombia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2016","2016","COP","Colombian Peso","6","Millions",,,4113186.593,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1990","1990","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1991","1991","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1992","1992","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1993","1993","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1994","1994","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1995","1995","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1996","1996","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1997","1997","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1998","1998","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1999","1999","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2000","2000","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2001","2001","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2002","2002","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2003","2003","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2004","2004","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2005","2005","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2006","2006","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2007","2007","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2008","2008","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2009","2009","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2010","2010","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2011","2011","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2012","2012","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2013","2013","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2014","2014","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2015","2015","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2016","2016","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1990","1990","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1991","1991","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1992","1992","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1993","1993","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1994","1994","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1995","1995","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1996","1996","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1997","1997","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1998","1998","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1999","1999","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2000","2000","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2001","2001","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2002","2002","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2003","2003","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2004","2004","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2005","2005","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2006","2006","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2007","2007","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2008","2008","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2009","2009","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2010","2010","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2011","2011","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2012","2012","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2013","2013","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2014","2014","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2015","2015","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2016","2016","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1990","1990","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1991","1991","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1992","1992","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1993","1993","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1994","1994","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1995","1995","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1996","1996","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1997","1997","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1998","1998","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1999","1999","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2000","2000","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2001","2001","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2002","2002","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2003","2003","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2004","2004","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2005","2005","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2006","2006","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2007","2007","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2008","2008","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2009","2009","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2010","2010","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2011","2011","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2012","2012","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2013","2013","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2014","2014","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2015","2015","COP","Colombian Peso","6","Millions",,,0,,
"COL","Colombia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2016","2016","COP","Colombian Peso","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1990","1990","CRC","Costa Rican Colon","6","Millions",,,21326,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1991","1991","CRC","Costa Rican Colon","6","Millions",,,35081.5,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1992","1992","CRC","Costa Rican Colon","6","Millions",,,50816,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1993","1993","CRC","Costa Rican Colon","6","Millions",,,56497,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1994","1994","CRC","Costa Rican Colon","6","Millions",,,68645.3,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1995","1995","CRC","Costa Rican Colon","6","Millions",,,84033.8,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1996","1996","CRC","Costa Rican Colon","6","Millions",,,132726.4,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1997","1997","CRC","Costa Rican Colon","6","Millions",,,149692.191,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1998","1998","CRC","Costa Rican Colon","6","Millions",,,175792.302,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1999","1999","CRC","Costa Rican Colon","6","Millions",,,195277.386,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2000","2000","CRC","Costa Rican Colon","6","Millions",,,222774.737,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2001","2001","CRC","Costa Rican Colon","6","Millions",,,266281.77,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2002","2002","CRC","Costa Rican Colon","6","Millions",,,297621.371,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2003","2003","CRC","Costa Rican Colon","6","Millions",,,331459.57,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2004","2004","CRC","Costa Rican Colon","6","Millions",,,397376.701,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2005","2005","CRC","Costa Rican Colon","6","Millions",,,485167.53,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2006","2006","CRC","Costa Rican Colon","6","Millions",,,626706.866,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2007","2007","CRC","Costa Rican Colon","6","Millions",,,797850.348,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2008","2008","CRC","Costa Rican Colon","6","Millions",,,936720.937,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2009","2009","CRC","Costa Rican Colon","6","Millions",,,830537.905,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2010","2010","CRC","Costa Rican Colon","6","Millions",,,920298,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2011","2011","CRC","Costa Rican Colon","6","Millions",,,1029811,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2012","2012","CRC","Costa Rican Colon","6","Millions",,,1145402.7,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2013","2013","CRC","Costa Rican Colon","6","Millions",,,1212470.8,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2014","2014","CRC","Costa Rican Colon","6","Millions",,,1306110.275,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2015","2015","CRC","Costa Rican Colon","6","Millions",,,1368600.7,,
"CRI","Costa Rica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2016","2016","CRC","Costa Rican Colon","6","Millions",,,1420938.1,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1990","1990","CRC","Costa Rican Colon","6","Millions",,,11096,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1991","1991","CRC","Costa Rican Colon","6","Millions",,,11119.3,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1992","1992","CRC","Costa Rican Colon","6","Millions",,,22840,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1993","1993","CRC","Costa Rican Colon","6","Millions",,,25444.3,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1994","1994","CRC","Costa Rican Colon","6","Millions",,,32029.3,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1995","1995","CRC","Costa Rican Colon","6","Millions",,,35189.1,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1996","1996","CRC","Costa Rican Colon","6","Millions",,,46559.1,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1997","1997","CRC","Costa Rican Colon","6","Millions",,,68949.586,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1998","1998","CRC","Costa Rican Colon","6","Millions",,,99110.1,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1999","1999","CRC","Costa Rican Colon","6","Millions",,,121119.862,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2000","2000","CRC","Costa Rican Colon","6","Millions",,,157204.393,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2001","2001","CRC","Costa Rican Colon","6","Millions",,,180487.253,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2002","2002","CRC","Costa Rican Colon","6","Millions",,,203384.672,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2003","2003","CRC","Costa Rican Colon","6","Millions",,,237007.875,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2004","2004","CRC","Costa Rican Colon","6","Millions",,,260078.128,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2005","2005","CRC","Costa Rican Colon","6","Millions",,,296222.47,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2006","2006","CRC","Costa Rican Colon","6","Millions",,,360288.601,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2007","2007","CRC","Costa Rican Colon","6","Millions",,,447168.22,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2008","2008","CRC","Costa Rican Colon","6","Millions",,,485696.15,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2009","2009","CRC","Costa Rican Colon","6","Millions",,,481147.084,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2010","2010","CRC","Costa Rican Colon","6","Millions",,,523617,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2011","2011","CRC","Costa Rican Colon","6","Millions",,,596268,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2012","2012","CRC","Costa Rican Colon","6","Millions",,,629423,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2013","2013","CRC","Costa Rican Colon","6","Millions",,,689528,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2014","2014","CRC","Costa Rican Colon","6","Millions",,,706015.588,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2015","2015","CRC","Costa Rican Colon","6","Millions",,,798412,,
"CRI","Costa Rica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2016","2016","CRC","Costa Rican Colon","6","Millions",,,846864.2,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1990","1990","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1991","1991","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1992","1992","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1993","1993","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1994","1994","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1995","1995","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1996","1996","CRC","Costa Rican Colon","6","Millions",,,0,,
