"COU","Country","GOV","Level of government","VAR","Indicator","TAX","Revenue category","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1992","1992","MYR","Malaysian Ringgit","9","Billions",,,4.4,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1993","1993","MYR","Malaysian Ringgit","9","Billions",,,4.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1994","1994","MYR","Malaysian Ringgit","9","Billions",,,5.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1995","1995","MYR","Malaysian Ringgit","9","Billions",,,5.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1996","1996","MYR","Malaysian Ringgit","9","Billions",,,6.1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1997","1997","MYR","Malaysian Ringgit","9","Billions",,,6.5,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1998","1998","MYR","Malaysian Ringgit","9","Billions",,,3.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1999","1999","MYR","Malaysian Ringgit","9","Billions",,,4.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2000","2000","MYR","Malaysian Ringgit","9","Billions",,,3.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2001","2001","MYR","Malaysian Ringgit","9","Billions",,,3.2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2002","2002","MYR","Malaysian Ringgit","9","Billions",,,3.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2003","2003","MYR","Malaysian Ringgit","9","Billions",,,3.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2004","2004","MYR","Malaysian Ringgit","9","Billions",,,3.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2005","2005","MYR","Malaysian Ringgit","9","Billions",,,3.4,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2006","2006","MYR","Malaysian Ringgit","9","Billions",,,2.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2007","2007","MYR","Malaysian Ringgit","9","Billions",,,2.4,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2008","2008","MYR","Malaysian Ringgit","9","Billions",,,2.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2009","2009","MYR","Malaysian Ringgit","9","Billions",,,2.1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2010","2010","MYR","Malaysian Ringgit","9","Billions",,,2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2011","2011","MYR","Malaysian Ringgit","9","Billions",,,2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2012","2012","MYR","Malaysian Ringgit","9","Billions",,,2.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2013","2013","MYR","Malaysian Ringgit","9","Billions",,,2.5,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2014","2014","MYR","Malaysian Ringgit","9","Billions",,,2.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2015","2015","MYR","Malaysian Ringgit","9","Billions",,,2.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1990","1990","MYR","Malaysian Ringgit","9","Billions",,,0.1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1991","1991","MYR","Malaysian Ringgit","9","Billions",,,0.1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1992","1992","MYR","Malaysian Ringgit","9","Billions",,,0.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1993","1993","MYR","Malaysian Ringgit","9","Billions",,,0.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1994","1994","MYR","Malaysian Ringgit","9","Billions",,,0.8,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1995","1995","MYR","Malaysian Ringgit","9","Billions",,,1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1996","1996","MYR","Malaysian Ringgit","9","Billions",,,1.2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1997","1997","MYR","Malaysian Ringgit","9","Billions",,,1.5,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1998","1998","MYR","Malaysian Ringgit","9","Billions",,,1.5,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1999","1999","MYR","Malaysian Ringgit","9","Billions",,,1.5,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2000","2000","MYR","Malaysian Ringgit","9","Billions",,,1.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2001","2001","MYR","Malaysian Ringgit","9","Billions",,,1.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2002","2002","MYR","Malaysian Ringgit","9","Billions",,,2.2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2003","2003","MYR","Malaysian Ringgit","9","Billions",,,2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2004","2004","MYR","Malaysian Ringgit","9","Billions",,,2.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2005","2005","MYR","Malaysian Ringgit","9","Billions",,,2.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2006","2006","MYR","Malaysian Ringgit","9","Billions",,,2.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2007","2007","MYR","Malaysian Ringgit","9","Billions",,,3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2008","2008","MYR","Malaysian Ringgit","9","Billions",,,3.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2009","2009","MYR","Malaysian Ringgit","9","Billions",,,3.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2010","2010","MYR","Malaysian Ringgit","9","Billions",,,3.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2011","2011","MYR","Malaysian Ringgit","9","Billions",,,5,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2012","2012","MYR","Malaysian Ringgit","9","Billions",,,5.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2013","2013","MYR","Malaysian Ringgit","9","Billions",,,5.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2014","2014","MYR","Malaysian Ringgit","9","Billions",,,6.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2015","2015","MYR","Malaysian Ringgit","9","Billions",,,3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1990","1990","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1991","1991","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1992","1992","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1993","1993","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1994","1994","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1995","1995","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1996","1996","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1997","1997","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1998","1998","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1999","1999","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2000","2000","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2001","2001","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2002","2002","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2003","2003","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2004","2004","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2005","2005","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2006","2006","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2007","2007","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2008","2008","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2009","2009","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2010","2010","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2011","2011","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2012","2012","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2013","2013","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2014","2014","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2015","2015","MYR","Malaysian Ringgit","9","Billions",,,0,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1990","1990","MYR","Malaysian Ringgit","9","Billions",,,0.8,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1991","1991","MYR","Malaysian Ringgit","9","Billions",,,1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1992","1992","MYR","Malaysian Ringgit","9","Billions",,,1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1993","1993","MYR","Malaysian Ringgit","9","Billions",,,1.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1994","1994","MYR","Malaysian Ringgit","9","Billions",,,1.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1995","1995","MYR","Malaysian Ringgit","9","Billions",,,1.4,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1996","1996","MYR","Malaysian Ringgit","9","Billions",,,1.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1997","1997","MYR","Malaysian Ringgit","9","Billions",,,1.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1998","1998","MYR","Malaysian Ringgit","9","Billions",,,1.8,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1999","1999","MYR","Malaysian Ringgit","9","Billions",,,1.8,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2000","2000","MYR","Malaysian Ringgit","9","Billions",,,1.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2001","2001","MYR","Malaysian Ringgit","9","Billions",,,2.1,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2002","2002","MYR","Malaysian Ringgit","9","Billions",,,2.2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2003","2003","MYR","Malaysian Ringgit","9","Billions",,,2.2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2004","2004","MYR","Malaysian Ringgit","9","Billions",,,2.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2005","2005","MYR","Malaysian Ringgit","9","Billions",,,2.2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2006","2006","MYR","Malaysian Ringgit","9","Billions",,,1.8,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2007","2007","MYR","Malaysian Ringgit","9","Billions",,,1.7,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2008","2008","MYR","Malaysian Ringgit","9","Billions",,,1.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2009","2009","MYR","Malaysian Ringgit","9","Billions",,,1.9,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2010","2010","MYR","Malaysian Ringgit","9","Billions",,,2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2011","2011","MYR","Malaysian Ringgit","9","Billions",,,2.2,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2012","2012","MYR","Malaysian Ringgit","9","Billions",,,2.3,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2013","2013","MYR","Malaysian Ringgit","9","Billions",,,2.4,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2014","2014","MYR","Malaysian Ringgit","9","Billions",,,2.6,,
"MYS","Malaysia","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2015","2015","MYR","Malaysian Ringgit","9","Billions",,,2.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1994","1994","PHP","Philippine Peso","9","Billions",,,25.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1995","1995","PHP","Philippine Peso","9","Billions",,,29.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1996","1996","PHP","Philippine Peso","9","Billions",,,40.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1997","1997","PHP","Philippine Peso","9","Billions",,,47.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1998","1998","PHP","Philippine Peso","9","Billions",,,47.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1999","1999","PHP","Philippine Peso","9","Billions",,,55.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2000","2000","PHP","Philippine Peso","9","Billions",,,53.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2001","2001","PHP","Philippine Peso","9","Billions",,,59.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2002","2002","PHP","Philippine Peso","9","Billions",,,65.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2003","2003","PHP","Philippine Peso","9","Billions",,,82.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2004","2004","PHP","Philippine Peso","9","Billions",,,80.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2005","2005","PHP","Philippine Peso","9","Billions",,,87.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2006","2006","PHP","Philippine Peso","9","Billions",,,140.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2007","2007","PHP","Philippine Peso","9","Billions",,,145,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2008","2008","PHP","Philippine Peso","9","Billions",,,140.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2009","2009","PHP","Philippine Peso","9","Billions",,,168.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2010","2010","PHP","Philippine Peso","9","Billions",,,173.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2011","2011","PHP","Philippine Peso","9","Billions",,,183.1,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2012","2012","PHP","Philippine Peso","9","Billions",,,229.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2013","2013","PHP","Philippine Peso","9","Billions",,,250.1,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2014","2014","PHP","Philippine Peso","9","Billions",,,278.8,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2015","2015","PHP","Philippine Peso","9","Billions",,,295.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1994","1994","PHP","Philippine Peso","9","Billions",,,35.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1995","1995","PHP","Philippine Peso","9","Billions",,,39,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1996","1996","PHP","Philippine Peso","9","Billions",,,48.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1997","1997","PHP","Philippine Peso","9","Billions",,,63,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1998","1998","PHP","Philippine Peso","9","Billions",,,62.8,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1999","1999","PHP","Philippine Peso","9","Billions",,,61.8,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2000","2000","PHP","Philippine Peso","9","Billions",,,61.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2001","2001","PHP","Philippine Peso","9","Billions",,,58.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2002","2002","PHP","Philippine Peso","9","Billions",,,57,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2003","2003","PHP","Philippine Peso","9","Billions",,,57,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2004","2004","PHP","Philippine Peso","9","Billions",,,59.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2005","2005","PHP","Philippine Peso","9","Billions",,,61.8,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2006","2006","PHP","Philippine Peso","9","Billions",,,58.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2007","2007","PHP","Philippine Peso","9","Billions",,,55,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2008","2008","PHP","Philippine Peso","9","Billions",,,61.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2009","2009","PHP","Philippine Peso","9","Billions",,,60.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2010","2010","PHP","Philippine Peso","9","Billions",,,67.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2011","2011","PHP","Philippine Peso","9","Billions",,,68,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2012","2012","PHP","Philippine Peso","9","Billions",,,72.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2013","2013","PHP","Philippine Peso","9","Billions",,,118.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2014","2014","PHP","Philippine Peso","9","Billions",,,135.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2015","2015","PHP","Philippine Peso","9","Billions",,,158.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1994","1994","PHP","Philippine Peso","9","Billions",,,81.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1995","1995","PHP","Philippine Peso","9","Billions",,,97.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1996","1996","PHP","Philippine Peso","9","Billions",,,104.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1997","1997","PHP","Philippine Peso","9","Billions",,,94.8,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1998","1998","PHP","Philippine Peso","9","Billions",,,76,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1999","1999","PHP","Philippine Peso","9","Billions",,,86.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2000","2000","PHP","Philippine Peso","9","Billions",,,95,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2001","2001","PHP","Philippine Peso","9","Billions",,,100,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2002","2002","PHP","Philippine Peso","9","Billions",,,99.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2003","2003","PHP","Philippine Peso","9","Billions",,,117.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2004","2004","PHP","Philippine Peso","9","Billions",,,127.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2005","2005","PHP","Philippine Peso","9","Billions",,,154.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2006","2006","PHP","Philippine Peso","9","Billions",,,198.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2007","2007","PHP","Philippine Peso","9","Billions",,,209.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2008","2008","PHP","Philippine Peso","9","Billions",,,260.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2009","2009","PHP","Philippine Peso","9","Billions",,,220.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2010","2010","PHP","Philippine Peso","9","Billions",,,259.2,,
